County_Code,City_Name,County_Name,State_ABV,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost
1892,"Rochester, NY HUD Metro FMR Area",Orleans County,NY," $10,172 "," $7,226 "," $14,243 "," $10,714 "," $6,304 "," $9,031 "," $57,690 "
1893,"Syracuse, NY MSA",Oswego County,NY," $10,386 "," $7,360 "," $13,723 "," $11,553 "," $6,430 "," $9,412 "," $58,864 "
1894,"Otsego County, NY",Otsego County,NY," $11,833 "," $8,488 "," $13,604 "," $11,677 "," $7,363 "," $8,858 "," $61,823 "
1895,"New York, NY HUD Metro FMR Area",Putnam County,NY," $26,011 "," $11,524 "," $14,660 "," $13,334 "," $13,600 "," $24,352 "," $103,481 "
1896,"New York, NY HUD Metro FMR Area",Queens County,NY," $28,338 "," $9,778 "," $8,052 "," $13,792 "," $13,811 "," $22,808 "," $96,578 "
1897,"Albany-Schenectady-Troy, NY MSA",Rensselaer County,NY," $13,497 "," $9,348 "," $13,277 "," $12,393 "," $8,278 "," $12,897 "," $69,690 "
1898,"New York, NY HUD Metro FMR Area",Richmond County,NY," $23,612 "," $10,046 "," $12,044 "," $13,792 "," $12,196 "," $20,932 "," $92,622 "
1899,"New York, NY HUD Metro FMR Area",Rockland County,NY," $26,924 "," $9,402 "," $13,026 "," $13,792 "," $13,162 "," $23,463 "," $99,769 "
1900,"St. Lawrence County, NY",St. Lawrence County,NY," $10,806 "," $7,629 "," $13,499 "," $11,677 "," $6,680 "," $7,720 "," $58,010 "
1901,"Albany-Schenectady-Troy, NY MSA",Saratoga County,NY," $15,786 "," $9,831 "," $13,794 "," $12,393 "," $9,282 "," $15,184 "," $76,270 "
1902,"Albany-Schenectady-Troy, NY MSA",Schenectady County,NY," $13,109 "," $9,052 "," $12,880 "," $12,393 "," $8,030 "," $12,284 "," $67,748 "
1903,"Albany-Schenectady-Troy, NY MSA",Schoharie County,NY," $10,959 "," $8,623 "," $14,827 "," $12,393 "," $7,095 "," $11,115 "," $65,012 "
1904,"Schuyler County, NY",Schuyler County,NY," $10,428 "," $8,059 "," $13,999 "," $12,415 "," $6,698 "," $8,172 "," $59,771 "
1905,"Seneca County, NY",Seneca County,NY," $11,196 "," $7,092 "," $13,675 "," $11,652 "," $6,626 "," $7,729 "," $57,969 "
1906,"Steuben County, NY",Steuben County,NY," $10,274 "," $7,871 "," $13,309 "," $12,415 "," $6,575 "," $7,689 "," $58,132 "
1907,"Nassau-Suffolk, NY HUD Metro FMR Area",Suffolk County,NY," $25,665 "," $9,724 "," $14,210 "," $12,978 "," $12,823 "," $23,095 "," $98,495 "
1908,"Sullivan County, NY",Sullivan County,NY," $12,922 "," $7,924 "," $13,268 "," $13,458 "," $7,553 "," $9,736 "," $64,862 "
1909,"Binghamton, NY MSA",Tioga County,NY," $10,660 "," $8,972 "," $13,934 "," $12,291 "," $7,113 "," $10,827 "," $63,797 "
1910,"Ithaca, NY MSA",Tompkins County,NY," $16,296 "," $9,402 "," $13,225 "," $12,291 "," $9,311 "," $15,107 "," $75,632 "
1911,"Kingston, NY MSA",Ulster County,NY," $16,565 "," $9,267 "," $13,866 "," $13,334 "," $9,360 "," $16,027 "," $78,419 "
1912,"Glens Falls, NY MSA",Warren County,NY," $13,376 "," $8,864 "," $13,406 "," $12,393 "," $8,059 "," $12,635 "," $68,733 "
1913,"Glens Falls, NY MSA",Washington County,NY," $12,310 "," $10,315 "," $13,909 "," $12,393 "," $8,198 "," $12,784 "," $69,909 "
1914,"Rochester, NY HUD Metro FMR Area",Wayne County,NY," $10,885 "," $7,924 "," $14,143 "," $11,528 "," $6,815 "," $10,155 "," $61,450 "
1915,"Westchester County, NY Statutory Exception Area",Westchester County,NY," $24,856 "," $10,261 "," $12,192 "," $13,792 "," $12,724 "," $22,293 "," $96,117 "
1916,"Wyoming County, NY",Wyoming County,NY," $9,821 "," $9,026 "," $14,202 "," $10,838 "," $6,829 "," $7,716 "," $58,431 "
1917,"Yates County, NY HUD Metro FMR Area",Yates County,NY," $10,676 "," $7,011 "," $14,109 "," $11,528 "," $6,409 "," $9,530 "," $59,263 "
1918,"Burlington, NC MSA",Alamance County,NC," $11,234 "," $8,032 "," $12,515 "," $11,548 "," $6,981 "," $7,470 "," $57,779 "
1919,"Hickory-Lenoir-Morganton, NC MSA",Alexander County,NC," $8,513 "," $7,575 "," $13,303 "," $13,612 "," $5,829 "," $6,655 "," $55,488 "
1920,"Alleghany County, NC",Alleghany County,NC," $8,722 "," $7,441 "," $13,777 "," $14,567 "," $5,856 "," $6,783 "," $57,146 "
1921,"Anson County, NC",Anson County,NC," $8,850 "," $7,521 "," $12,967 "," $12,742 "," $5,932 "," $6,075 "," $54,088 "
1922,"Ashe County, NC",Ashe County,NC," $9,228 "," $7,682 "," $13,544 "," $15,106 "," $6,127 "," $7,265 "," $58,953 "
1923,"Avery County, NC",Avery County,NC," $10,020 "," $8,085 "," $13,309 "," $14,956 "," $6,560 "," $7,725 "," $60,656 "
1924,"Beaufort County, NC",Beaufort County,NC," $9,299 "," $8,032 "," $13,266 "," $15,914 "," $6,280 "," $7,524 "," $60,314 "
1925,"Bertie County, NC",Bertie County,NC," $8,840 "," $7,763 "," $13,548 "," $15,764 "," $6,016 "," $7,213 "," $59,145 "
1926,"Bladen County, NC",Bladen County,NC," $9,230 "," $8,139 "," $13,053 "," $15,076 "," $6,294 "," $7,234 "," $59,027 "
1927,"Brunswick County, NC HUD Metro FMR Area",Brunswick County,NC," $11,359 "," $8,757 "," $13,353 "," $13,762 "," $7,289 "," $8,956 "," $63,477 "
1928,"Asheville, NC HUD Metro FMR Area",Buncombe County,NC," $17,936 "," $8,247 "," $12,939 "," $14,899 "," $9,487 "," $13,081 "," $76,589 "
1929,"Hickory-Lenoir-Morganton, NC MSA",Burke County,NC," $8,435 "," $7,306 "," $12,890 "," $13,612 "," $5,704 "," $6,380 "," $54,328 "
1930,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",Cabarrus County,NC," $13,150 "," $8,059 "," $13,684 "," $11,308 "," $7,685 "," $8,976 "," $62,862 "
1931,"Hickory-Lenoir-Morganton, NC MSA",Caldwell County,NC," $8,396 "," $7,226 "," $12,916 "," $13,612 "," $5,660 "," $6,333 "," $54,143 "
1932,"Camden County, NC",Camden County,NC," $13,840 "," $8,381 "," $15,394 "," $15,764 "," $8,051 "," $10,919 "," $72,350 "
1933,"Carteret County, NC",Carteret County,NC," $11,131 "," $9,375 "," $13,237 "," $15,914 "," $7,430 "," $9,292 "," $66,379 "
1934,"Caswell County, NC",Caswell County,NC," $9,131 "," $7,548 "," $13,563 "," $11,605 "," $6,043 "," $6,012 "," $53,902 "
1935,"Hickory-Lenoir-Morganton, NC MSA",Catawba County,NC," $9,606 "," $7,897 "," $12,743 "," $13,612 "," $6,342 "," $7,231 "," $57,433 "
1936,"Durham-Chapel Hill, NC HUD Metro FMR Area",Chatham County,NC," $11,982 "," $9,240 "," $14,556 "," $11,548 "," $7,690 "," $9,105 "," $64,122 "
1937,"Cherokee County, NC",Cherokee County,NC," $9,284 "," $8,032 "," $13,549 "," $14,956 "," $6,274 "," $7,372 "," $59,468 "
1938,"Chowan County, NC",Chowan County,NC," $10,250 "," $7,978 "," $12,960 "," $15,764 "," $6,605 "," $7,965 "," $61,523 "
1939,"Clay County, NC",Clay County,NC," $10,078 "," $8,139 "," $13,447 "," $14,956 "," $6,601 "," $7,786 "," $61,007 "
1940,"Cleveland County, NC",Cleveland County,NC," $8,984 "," $7,145 "," $12,721 "," $13,430 "," $5,844 "," $6,137 "," $54,262 "
1941,"Columbus County, NC",Columbus County,NC," $9,073 "," $7,548 "," $12,985 "," $13,819 "," $6,023 "," $6,492 "," $55,941 "
1942,"Craven County, NC HUD Metro FMR Area",Craven County,NC," $12,482 "," $8,649 "," $12,768 "," $15,857 "," $7,657 "," $10,140 "," $67,553 "
1943,"Fayetteville, NC HUD Metro FMR Area",Cumberland County,NC," $11,732 "," $7,924 "," $11,939 "," $15,019 "," $7,122 "," $8,732 "," $62,469 "
1944,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Currituck County,NC," $15,037 "," $9,643 "," $14,825 "," $15,707 "," $8,943 "," $12,831 "," $76,987 "
1945,"Dare County, NC",Dare County,NC," $13,177 "," $10,207 "," $13,268 "," $15,914 "," $8,473 "," $10,825 "," $71,865 "
1946,"Davidson County, NC HUD Metro FMR Area",Davidson County,NC," $9,326 "," $7,280 "," $13,118 "," $10,979 "," $6,017 "," $6,206 "," $52,926 "
1947,"Winston-Salem, NC HUD Metro FMR Area",Davie County,NC," $10,147 "," $8,247 "," $13,734 "," $10,979 "," $6,665 "," $7,223 "," $56,994 "
1948,"Duplin County, NC",Duplin County,NC," $8,795 "," $7,682 "," $13,129 "," $13,819 "," $5,970 "," $6,468 "," $55,864 "
1949,"Durham-Chapel Hill, NC HUD Metro FMR Area",Durham County,NC," $15,130 "," $8,811 "," $12,323 "," $11,548 "," $8,675 "," $10,092 "," $66,579 "
1950,"Rocky Mount, NC MSA",Edgecombe County,NC," $9,409 "," $7,656 "," $12,632 "," $15,438 "," $6,183 "," $7,550 "," $58,867 "
1951,"Winston-Salem, NC HUD Metro FMR Area",Forsyth County,NC," $11,134 "," $8,166 "," $12,138 "," $10,979 "," $6,993 "," $7,260 "," $56,671 "
1952,"Raleigh, NC MSA",Franklin County,NC," $11,682 "," $8,059 "," $14,754 "," $11,398 "," $7,153 "," $8,444 "," $61,489 "
1953,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",Gaston County,NC," $11,828 "," $7,656 "," $13,407 "," $12,056 "," $7,060 "," $8,156 "," $60,162 "
1954,"Gates County, NC HUD Metro FMR Area",Gates County,NC," $9,730 "," $8,032 "," $14,265 "," $15,707 "," $6,436 "," $8,567 "," $62,736 "
1955,"Graham County, NC",Graham County,NC," $8,755 "," $8,300 "," $13,765 "," $14,956 "," $6,180 "," $7,282 "," $59,239 "
1956,"Granville County, NC",Granville County,NC," $10,445 "," $7,951 "," $13,536 "," $13,370 "," $6,666 "," $7,459 "," $59,426 "
1957,"Greene County, NC",Greene County,NC," $8,894 "," $8,085 "," $13,398 "," $15,495 "," $6,152 "," $7,335 "," $59,361 "
1958,"Greensboro-High Point, NC HUD Metro FMR Area",Guilford County,NC," $11,723 "," $8,381 "," $12,116 "," $10,979 "," $7,284 "," $7,611 "," $58,094 "
1959,"Halifax County, NC",Halifax County,NC," $9,446 "," $7,602 "," $12,768 "," $15,764 "," $6,177 "," $7,245 "," $59,004 "
1960,"Harnett County, NC",Harnett County,NC," $10,625 "," $8,435 "," $13,157 "," $15,076 "," $6,906 "," $8,254 "," $62,453 "
1961,"Haywood County, NC HUD Metro FMR Area",Haywood County,NC," $10,590 "," $8,300 "," $13,113 "," $14,899 "," $6,845 "," $8,545 "," $62,292 "
1962,"Asheville, NC HUD Metro FMR Area",Henderson County,NC," $15,692 "," $7,924 "," $13,550 "," $14,899 "," $8,557 "," $11,686 "," $72,308 "
1963,"Hertford County, NC",Hertford County,NC," $9,665 "," $7,441 "," $12,986 "," $15,764 "," $6,198 "," $7,361 "," $59,415 "
1964,"Hoke County, NC HUD Metro FMR Area",Hoke County,NC," $10,039 "," $7,871 "," $13,313 "," $15,019 "," $6,489 "," $8,138 "," $60,870 "
1965,"Hyde County, NC",Hyde County,NC," $9,397 "," $8,757 "," $14,184 "," $15,914 "," $6,578 "," $8,228 "," $63,058 "
1966,"Iredell County, NC HUD Metro FMR Area",Iredell County,NC," $12,323 "," $8,354 "," $13,612 "," $13,612 "," $7,492 "," $9,363 "," $64,756 "
1967,"Jackson County, NC",Jackson County,NC," $9,767 "," $8,247 "," $13,172 "," $14,956 "," $6,527 "," $7,588 "," $60,257 "
1968,"Raleigh, NC MSA",Johnston County,NC," $12,076 "," $8,596 "," $14,668 "," $11,398 "," $7,490 "," $8,889 "," $63,118 "
1969,"Jones County, NC HUD Metro FMR Area",Jones County,NC," $9,148 "," $8,139 "," $13,614 "," $15,857 "," $6,264 "," $8,010 "," $61,031 "
1970,"Lee County, NC",Lee County,NC," $10,044 "," $7,548 "," $13,298 "," $11,605 "," $6,374 "," $6,387 "," $55,257 "
1971,"Lenoir County, NC",Lenoir County,NC," $9,708 "," $7,038 "," $12,475 "," $15,914 "," $6,068 "," $7,158 "," $58,361 "
1972,"Lincoln County, NC HUD Metro FMR Area",Lincoln County,NC," $11,011 "," $7,629 "," $13,505 "," $13,373 "," $6,754 "," $8,084 "," $60,355 "
1973,"McDowell County, NC",McDowell County,NC," $8,870 "," $7,817 "," $12,926 "," $14,956 "," $6,046 "," $6,836 "," $57,451 "
1974,"Macon County, NC",Macon County,NC," $9,727 "," $8,032 "," $13,273 "," $14,956 "," $6,435 "," $7,532 "," $59,956 "
1975,"Asheville, NC HUD Metro FMR Area",Madison County,NC," $12,656 "," $8,488 "," $14,052 "," $14,899 "," $7,662 "," $10,227 "," $67,985 "
1976,"Martin County, NC",Martin County,NC," $9,244 "," $7,387 "," $13,458 "," $15,764 "," $6,026 "," $7,325 "," $59,204 "
1977,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",Mecklenburg County,NC," $16,292 "," $9,026 "," $12,415 "," $11,308 "," $9,174 "," $10,955 "," $69,169 "
1978,"Mitchell County, NC",Mitchell County,NC," $8,726 "," $8,435 "," $13,393 "," $14,956 "," $6,218 "," $7,185 "," $58,913 "
1979,"Montgomery County, NC",Montgomery County,NC," $8,748 "," $7,145 "," $13,160 "," $14,418 "," $5,759 "," $6,393 "," $55,623 "
1980,"Moore County, NC",Moore County,NC," $10,394 "," $9,214 "," $13,767 "," $14,418 "," $7,105 "," $8,418 "," $63,316 "
1981,"Rocky Mount, NC MSA",Nash County,NC," $10,816 "," $7,253 "," $12,758 "," $11,847 "," $6,547 "," $7,097 "," $56,318 "
1982,"Wilmington, NC HUD Metro FMR Area",New Hanover County,NC," $14,039 "," $8,864 "," $12,683 "," $13,762 "," $8,299 "," $10,485 "," $68,132 "
1983,"Northampton County, NC",Northampton County,NC," $9,014 "," $8,623 "," $13,465 "," $15,764 "," $6,391 "," $7,682 "," $60,939 "
1984,"Jacksonville, NC MSA",Onslow County,NC," $12,125 "," $7,924 "," $12,594 "," $13,762 "," $7,265 "," $8,813 "," $62,483 "
1985,"Durham-Chapel Hill, NC HUD Metro FMR Area",Orange County,NC," $15,499 "," $10,798 "," $13,045 "," $11,548 "," $9,529 "," $11,501 "," $71,920 "
1986,"Pamlico County, NC HUD Metro FMR Area",Pamlico County,NC," $10,066 "," $8,730 "," $13,967 "," $15,857 "," $6,810 "," $9,060 "," $64,490 "
1987,"Pasquotank County, NC",Pasquotank County,NC," $11,056 "," $7,924 "," $12,831 "," $15,764 "," $6,877 "," $8,362 "," $62,814 "
1988,"Pender County, NC HUD Metro FMR Area",Pender County,NC," $11,177 "," $9,267 "," $13,898 "," $13,762 "," $7,408 "," $9,270 "," $64,782 "
1989,"Perquimans County, NC",Perquimans County,NC," $10,574 "," $7,951 "," $13,865 "," $15,764 "," $6,713 "," $8,398 "," $63,265 "
1990,"Person County, NC HUD Metro FMR Area",Person County,NC," $9,923 "," $7,790 "," $13,355 "," $11,548 "," $6,418 "," $6,896 "," $55,929 "
1991,"Greenville, NC MSA",Pitt County,NC," $11,741 "," $7,871 "," $12,163 "," $15,438 "," $7,106 "," $8,963 "," $63,281 "
1992,"Polk County, NC",Polk County,NC," $9,778 "," $9,052 "," $14,020 "," $14,956 "," $6,823 "," $8,171 "," $62,800 "
1993,"Greensboro-High Point, NC HUD Metro FMR Area",Randolph County,NC," $9,386 "," $7,575 "," $13,326 "," $10,979 "," $6,146 "," $6,340 "," $53,752 "
1994,"Richmond County, NC",Richmond County,NC," $9,290 "," $7,038 "," $12,727 "," $15,076 "," $5,916 "," $6,704 "," $56,752 "
1995,"Robeson County, NC",Robeson County,NC," $8,730 "," $7,226 "," $12,369 "," $15,076 "," $5,781 "," $6,370 "," $55,553 "
1996,"Rockingham County, NC HUD Metro FMR Area",Rockingham County,NC," $8,999 "," $7,709 "," $12,817 "," $11,278 "," $6,054 "," $6,128 "," $52,985 "
1997,"Rowan County, NC HUD Metro FMR Area",Rowan County,NC," $11,562 "," $7,387 "," $13,106 "," $11,308 "," $6,866 "," $7,461 "," $57,691 "
1998,"Rutherford County, NC",Rutherford County,NC," $8,722 "," $7,145 "," $13,132 "," $14,956 "," $5,749 "," $6,529 "," $56,233 "
1999,"Sampson County, NC",Sampson County,NC," $9,019 "," $7,521 "," $13,362 "," $15,076 "," $5,993 "," $6,988 "," $57,960 "
2000,"Scotland County, NC",Scotland County,NC," $8,726 "," $7,629 "," $12,494 "," $15,076 "," $5,926 "," $6,567 "," $56,419 "
2001,"Stanly County, NC",Stanly County,NC," $9,217 "," $7,548 "," $13,557 "," $12,742 "," $6,075 "," $6,460 "," $55,599 "
2002,"Winston-Salem, NC HUD Metro FMR Area",Stokes County,NC," $9,420 "," $8,193 "," $13,613 "," $10,979 "," $6,382 "," $6,755 "," $55,342 "
2003,"Surry County, NC",Surry County,NC," $8,988 "," $7,414 "," $12,882 "," $13,430 "," $5,943 "," $6,287 "," $54,944 "
2004,"Swain County, NC",Swain County,NC," $9,078 "," $8,408 "," $13,285 "," $14,956 "," $6,336 "," $7,306 "," $59,369 "
2005,"Transylvania County, NC",Transylvania County,NC," $8,976 "," $9,214 "," $13,633 "," $14,956 "," $6,591 "," $7,717 "," $61,087 "
2006,"Tyrrell County, NC",Tyrrell County,NC," $9,812 "," $9,026 "," $13,610 "," $15,914 "," $6,826 "," $8,411 "," $63,599 "
2007,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",Union County,NC," $14,643 "," $8,569 "," $14,393 "," $11,308 "," $8,411 "," $10,358 "," $67,682 "
2008,"Vance County, NC",Vance County,NC," $9,403 "," $7,414 "," $12,411 "," $13,370 "," $6,093 "," $6,328 "," $55,020 "
2009,"Raleigh, NC MSA",Wake County,NC," $16,205 "," $8,972 "," $13,303 "," $11,398 "," $9,123 "," $11,159 "," $70,160 "
2010,"Warren County, NC",Warren County,NC," $8,890 "," $8,408 "," $13,167 "," $13,370 "," $6,268 "," $6,739 "," $56,842 "
2011,"Washington County, NC",Washington County,NC," $9,415 "," $7,844 "," $13,193 "," $15,914 "," $6,254 "," $7,575 "," $60,195 "
2012,"Watauga County, NC",Watauga County,NC," $10,691 "," $9,966 "," $13,054 "," $15,106 "," $7,485 "," $8,838 "," $65,140 "
2013,"Goldsboro, NC MSA",Wayne County,NC," $10,410 "," $7,494 "," $12,733 "," $15,438 "," $6,487 "," $8,168 "," $60,731 "
2014,"Wilkes County, NC",Wilkes County,NC," $9,386 "," $7,280 "," $13,095 "," $11,126 "," $6,039 "," $5,819 "," $52,744 "
2015,"Wilson County, NC",Wilson County,NC," $10,136 "," $7,145 "," $12,414 "," $15,495 "," $6,262 "," $7,165 "," $58,618 "
2016,"Winston-Salem, NC HUD Metro FMR Area",Yadkin County,NC," $8,707 "," $8,435 "," $13,734 "," $10,979 "," $6,211 "," $6,495 "," $54,560 "
2017,"Yancey County, NC",Yancey County,NC," $8,999 "," $8,273 "," $13,565 "," $14,956 "," $6,258 "," $7,305 "," $59,357 "
2018,"Adams County, ND",Adams County,ND," $9,905 "," $8,972 "," $14,563 "," $11,468 "," $6,840 "," $5,492 "," $57,239 "
2019,"Barnes County, ND",Barnes County,ND," $9,836 "," $8,838 "," $13,862 "," $11,468 "," $6,766 "," $5,195 "," $55,966 "
2020,"Benson County, ND",Benson County,ND," $9,433 "," $8,542 "," $14,672 "," $11,468 "," $6,513 "," $5,139 "," $55,767 "
2021,"Billings County, ND",Billings County,ND," $10,543 "," $9,643 "," $15,547 "," $11,468 "," $7,314 "," $6,297 "," $60,812 "
2022,"Bottineau County, ND",Bottineau County,ND," $9,238 "," $8,676 "," $14,735 "," $11,468 "," $6,491 "," $5,111 "," $55,718 "
2023,"Bowman County, ND",Bowman County,ND," $9,895 "," $9,133 "," $14,677 "," $11,468 "," $6,895 "," $5,558 "," $57,626 "
2024,"Burke County, ND",Burke County,ND," $10,138 "," $9,267 "," $14,732 "," $11,468 "," $7,031 "," $5,719 "," $58,355 "
2025,"Bismarck, ND HUD Metro FMR Area",Burleigh County,ND," $12,071 "," $8,757 "," $12,843 "," $9,786 "," $7,547 "," $8,981 "," $59,984 "
2026,"Fargo, ND-MN MSA",Cass County,ND," $11,665 "," $8,838 "," $12,009 "," $9,786 "," $7,429 "," $8,602 "," $58,328 "
2027,"Cavalier County, ND",Cavalier County,ND," $10,091 "," $8,461 "," $14,711 "," $11,468 "," $6,722 "," $5,403 "," $56,856 "
2028,"Dickey County, ND",Dickey County,ND," $9,238 "," $8,408 "," $14,556 "," $11,468 "," $6,394 "," $4,994 "," $55,057 "
2029,"Divide County, ND",Divide County,ND," $10,543 "," $9,805 "," $15,039 "," $11,468 "," $7,373 "," $6,225 "," $60,453 "
2030,"Dunn County, ND",Dunn County,ND," $13,096 "," $9,590 "," $15,209 "," $11,468 "," $8,220 "," $7,547 "," $65,129 "
2031,"Eddy County, ND",Eddy County,ND," $9,857 "," $8,515 "," $14,649 "," $11,468 "," $6,657 "," $5,308 "," $56,453 "
2032,"Emmons County, ND",Emmons County,ND," $9,895 "," $8,703 "," $15,015 "," $11,468 "," $6,739 "," $5,506 "," $57,326 "
2033,"Foster County, ND",Foster County,ND," $10,091 "," $8,676 "," $14,258 "," $11,468 "," $6,800 "," $5,359 "," $56,652 "
2034,"Golden Valley County, ND",Golden Valley County,ND," $9,866 "," $9,643 "," $14,881 "," $11,468 "," $7,069 "," $5,773 "," $58,701 "
2035,"Grand Forks, ND-MN MSA",Grand Forks County,ND," $12,171 "," $8,488 "," $12,511 "," $11,671 "," $7,486 "," $9,525 "," $61,851 "
2036,"Grant County, ND",Grant County,ND," $9,775 "," $8,838 "," $15,604 "," $11,468 "," $6,744 "," $5,635 "," $58,064 "
2037,"Griggs County, ND",Griggs County,ND," $9,775 "," $8,488 "," $15,627 "," $11,468 "," $6,618 "," $5,521 "," $57,497 "
2038,"Hettinger County, ND",Hettinger County,ND," $10,543 "," $9,106 "," $15,372 "," $11,468 "," $7,120 "," $6,054 "," $59,663 "
2039,"Kidder County, ND",Kidder County,ND," $10,091 "," $8,730 "," $15,272 "," $11,468 "," $6,820 "," $5,636 "," $58,016 "
2040,"LaMoure County, ND",LaMoure County,ND," $9,895 "," $8,676 "," $15,227 "," $11,468 "," $6,729 "," $5,598 "," $57,593 "
2041,"Logan County, ND",Logan County,ND," $9,602 "," $8,730 "," $15,711 "," $11,468 "," $6,643 "," $5,519 "," $57,672 "
2042,"McHenry County, ND",McHenry County,ND," $10,091 "," $8,703 "," $15,313 "," $11,468 "," $6,810 "," $5,637 "," $58,022 "
2043,"McIntosh County, ND",McIntosh County,ND," $9,721 "," $8,408 "," $14,518 "," $11,468 "," $6,569 "," $5,120 "," $55,803 "
2044,"McKenzie County, ND",McKenzie County,ND," $13,608 "," $9,590 "," $13,657 "," $11,468 "," $8,405 "," $7,303 "," $64,030 "
2045,"McLean County, ND",McLean County,ND," $9,348 "," $8,784 "," $14,623 "," $11,468 "," $6,570 "," $5,166 "," $55,959 "
2046,"Mercer County, ND",Mercer County,ND," $10,990 "," $8,811 "," $14,516 "," $11,468 "," $7,174 "," $5,931 "," $58,890 "
2047,"Bismarck, ND HUD Metro FMR Area",Morton County,ND," $11,932 "," $8,596 "," $15,657 "," $9,786 "," $7,438 "," $9,641 "," $63,049 "
2048,"Mountrail County, ND",Mountrail County,ND," $9,847 "," $9,294 "," $13,598 "," $11,468 "," $6,936 "," $5,320 "," $56,462 "
2049,"Nelson County, ND",Nelson County,ND," $10,091 "," $8,488 "," $15,076 "," $11,468 "," $6,732 "," $5,498 "," $57,354 "
2050,"Oliver County, ND HUD Metro FMR Area",Oliver County,ND," $11,893 "," $8,757 "," $15,471 "," $9,786 "," $7,482 "," $9,583 "," $62,972 "
2051,"Pembina County, ND",Pembina County,ND," $10,091 "," $9,428 "," $14,825 "," $11,468 "," $7,073 "," $5,772 "," $58,657 "
2052,"Pierce County, ND",Pierce County,ND," $9,238 "," $8,649 "," $13,636 "," $11,468 "," $6,481 "," $4,795 "," $54,267 "
2053,"Ramsey County, ND",Ramsey County,ND," $10,091 "," $8,542 "," $13,445 "," $11,468 "," $6,751 "," $5,130 "," $55,427 "
2054,"Ransom County, ND",Ransom County,ND," $9,463 "," $8,838 "," $14,245 "," $11,468 "," $6,631 "," $5,148 "," $55,792 "
2055,"Renville County, ND",Renville County,ND," $9,415 "," $8,811 "," $15,123 "," $11,468 "," $6,604 "," $5,369 "," $56,789 "
2056,"Richland County, ND",Richland County,ND," $9,895 "," $8,569 "," $14,054 "," $11,468 "," $6,690 "," $5,203 "," $55,879 "
2057,"Rolette County, ND",Rolette County,ND," $10,091 "," $8,273 "," $14,028 "," $11,468 "," $6,654 "," $5,157 "," $55,671 "
2058,"Sargent County, ND",Sargent County,ND," $9,877 "," $8,784 "," $14,821 "," $11,468 "," $6,762 "," $5,447 "," $57,158 "
2059,"Sheridan County, ND",Sheridan County,ND," $10,543 "," $8,757 "," $15,649 "," $11,468 "," $6,993 "," $5,996 "," $59,406 "
2060,"Sioux County, ND HUD Metro FMR Area",Sioux County,ND," $9,238 "," $8,703 "," $13,677 "," $11,671 "," $6,501 "," $7,771 "," $57,561 "
2061,"Slope County, ND",Slope County,ND," $10,543 "," $9,160 "," $16,060 "," $11,468 "," $7,139 "," $6,258 "," $60,627 "
2062,"Stark County, ND",Stark County,ND," $12,736 "," $9,106 "," $13,348 "," $11,468 "," $7,914 "," $6,560 "," $61,131 "
2063,"Steele County, ND",Steele County,ND," $9,895 "," $8,757 "," $15,468 "," $11,468 "," $6,758 "," $5,636 "," $57,982 "
2064,"Stutsman County, ND",Stutsman County,ND," $9,876 "," $8,596 "," $13,119 "," $11,468 "," $6,693 "," $4,987 "," $54,739 "
2065,"Towner County, ND",Towner County,ND," $9,895 "," $8,488 "," $15,265 "," $11,468 "," $6,661 "," $5,491 "," $57,269 "
2066,"Traill County, ND",Traill County,ND," $9,994 "," $8,649 "," $14,481 "," $9,582 "," $6,755 "," $4,947 "," $54,409 "
2067,"Walsh County, ND",Walsh County,ND," $9,384 "," $8,461 "," $14,698 "," $11,468 "," $6,466 "," $5,081 "," $55,558 "
2068,"Ward County, ND",Ward County,ND," $12,763 "," $8,784 "," $12,442 "," $11,468 "," $7,807 "," $6,340 "," $59,604 "
2069,"Wells County, ND",Wells County,ND," $10,091 "," $8,730 "," $14,593 "," $11,468 "," $6,820 "," $5,482 "," $57,183 "
2070,"Williams County, ND",Williams County,ND," $12,222 "," $9,455 "," $12,763 "," $11,468 "," $7,855 "," $6,344 "," $60,107 "
2071,"Adams County, OH",Adams County,OH," $9,467 "," $7,199 "," $13,168 "," $10,540 "," $6,039 "," $4,932 "," $51,344 "
2072,"Lima, OH MSA",Allen County,OH," $9,702 "," $7,280 "," $12,514 "," $11,282 "," $6,153 "," $5,495 "," $52,426 "
2073,"Ashland County, OH",Ashland County,OH," $9,386 "," $7,387 "," $13,046 "," $11,138 "," $6,078 "," $5,182 "," $52,217 "
2074,"Ashtabula County, OH",Ashtabula County,OH," $9,506 "," $7,629 "," $12,946 "," $10,749 "," $6,209 "," $5,139 "," $52,179 "
2075,"Athens County, OH",Athens County,OH," $10,820 "," $7,682 "," $12,272 "," $11,797 "," $6,704 "," $5,836 "," $55,111 "
2076,"Auglaize County, OH",Auglaize County,OH," $9,838 "," $7,441 "," $13,417 "," $11,079 "," $6,261 "," $5,446 "," $53,481 "
